,neuron,mae,mse,rmse,Perror
1669,relu_6_11_26,0.1542819098969873,0.030110044499493414,0.17352246108067224,27.934267526936452
3646,relu_9_4_5,0.1390881067600799,0.030119181889251518,0.1735487882102653,30.296880966244835
4727,relu_10_17_6,0.1518422317317715,0.030122057222004603,0.17355707194466205,29.972235514048997
2088,relu_6_27_13,0.12302771084694455,0.030123348902968427,0.1735607931042274,21.341010247674667
4150,relu_9_22_23,0.12222119149018545,0.030129661377808682,0.17357897734981814,18.09104654020144
10413,relu_18_11_22,0.11802370860668754,0.030134009314600953,0.17359150127411466,17.876124811224987
1118,relu_5_18_15,0.11928959970096997,0.030135574136175708,0.17359600841083792,15.567274681416151
134,relu_4_8_30,0.1313671459070435,0.030141275868080585,0.17361243005061758,19.96543527334925
8770,relu_16_4_26,0.16174906013524437,0.030143925350500804,0.1736200603343427,31.24036567882039
2455,relu_7_13_29,0.14910828588521388,0.030153571470079788,0.17364783750476073,30.1462435717753
13779,relu_22_28_13,0.11937939390036201,0.030157424546883027,0.17365893166457932,18.085518467861334
4676,relu_10_15_9,0.14893463520324138,0.030158429619590373,0.1736618254527758,29.301524547024684
5991,relu_12_9_28,0.12227765747890335,0.030166051451916878,0.1736837685332653,17.544953185117997
1341,relu_5_26_22,0.12811089496033753,0.03017219864528912,0.17370146414261775,19.070432776378638
5696,relu_11_25_30,0.15412115572011376,0.03017850601692023,0.17371961897529084,31.010663410298896
11716,relu_20_5_29,0.14661152182137874,0.0301833389698588,0.17373352862892874,30.329617250860053
2449,relu_7_13_23,0.14726570932473507,0.03019044810571127,0.17375398730881336,30.850592449482747
9889,relu_17_19_11,0.11654873579236602,0.030192664998738086,0.17376036659358798,19.21268999953537
4130,relu_9_21_30,0.12643752653817586,0.030195162286620524,0.17376755245620662,18.81070538602141
1559,relu_6_7_24,0.14249650504134106,0.03021358687029877,0.17382055940048854,30.26788967213371
7640,relu_14_16_30,0.11155282274104514,0.030236595973178695,0.17388673317185155,15.822875051660407
2569,relu_7_18_8,0.142762861534017,0.03023799893728151,0.17389076725715344,31.3064895524862
6610,relu_13_5_26,0.12027519333045797,0.030243999320038205,0.17390801971168035,18.404157101198614
10515,relu_18_15_16,0.1433825444988003,0.03024864981589872,0.17392138975956556,24.117414689767493
685,relu_4_29_14,0.15715907035386467,0.03024988868663626,0.17392495130554517,31.43375526704577
210,relu_4_11_25,0.12324125157750143,0.030266171570283364,0.17397175509341556,19.821485393620858
9382,relu_16_27_17,0.1326224830559483,0.030269329685629585,0.17398083137411888,18.237045925323137
2767,relu_7_25_17,0.14943216262376216,0.03027300148866354,0.1739913833747624,28.39064206238117
10222,relu_18_4_20,0.12778145109037808,0.03027688614713119,0.1740025463811699,20.63712267759972
1450,relu_5_30_23,0.12940886148795944,0.030278886460269043,0.1740082942283759,16.567772963080152
4405,relu_10_5_8,0.1290327784231892,0.030295164692061612,0.17405506224198597,20.911273334955183
12468,relu_21_6_25,0.14261352108872427,0.030295817353268167,0.17405693710182357,21.22916502357082
5602,relu_11_22_17,0.15025498984372523,0.030308494258858173,0.17409334926658793,29.76553936885078
855,relu_5_8_22,0.15497551797236767,0.030313235886770984,0.1741069667956196,30.84683360835265
819,relu_5_7_13,0.12514374298965839,0.03034121371888769,0.1741872949410711,19.97672054829989
8225,relu_15_11_21,0.14970063839269698,0.03034326233092441,0.17419317532820972,26.313658486692518
7373,relu_14_7_6,0.14803926913058665,0.030350655845376863,0.1742143962058729,30.374113710632276
740,relu_5_4_15,0.1573702910384115,0.03035500825776352,0.1742268872986128,30.1475183996499
10210,relu_18_4_8,0.14400363234794047,0.030364874141331023,0.17425519831939312,29.879623989661162
8177,relu_15_9_27,0.1471568786939558,0.030369737995490222,0.17426915388412897,31.088367801373362
