,neuron,mae,mse,rmse,Perror
17324,relu_27_24_21,0.11890075249588397,0.01817637824214676,0.1348197991474055,19.159230617568713
17168,relu_27_18_27,0.09205905592815855,0.01817852300822978,0.13482775310828918,17.336519441476167
15233,relu_24_28_9,0.10809574170029071,0.01817973673327062,0.13483225405395632,19.22984811441125
9873,relu_17_18_22,0.08920441067593077,0.0181817093172655,0.1348395688114787,16.071907235043252
4988,relu_10_26_24,0.10131417153682079,0.018181781139166492,0.13483983513474976,19.69444325837097
4112,relu_9_21_12,0.09425170613443759,0.0181819729496547,0.13484054638592466,15.27247332000741
17997,relu_28_22_19,0.09138870484011152,0.01818235133399445,0.1348419494593372,17.351108694495302
12440,relu_21_5_24,0.09344856117082656,0.018182407071373082,0.13484215613588016,16.811872286736076
17499,relu_28_4_7,0.09539638880802215,0.018183083055493703,0.13484466268819728,18.60005314015656
16784,relu_27_4_21,0.10070011440826476,0.018183985679837512,0.13484800955089218,17.858610066068042
2100,relu_6_27_25,0.09745028159684577,0.018185112156115485,0.13485218632308296,19.12494626549434
19104,relu_30_9_19,0.0929897303022621,0.01818519683063846,0.13485250027581416,17.30461382246604
13767,relu_22_27_28,0.09545307872807887,0.018189772638985587,0.13486946518387913,15.973964579343448
15553,relu_25_13_5,0.09347646183149794,0.018190790519636207,0.1348732387081893,18.078940962452602
2621,relu_7_20_6,0.10014609713557243,0.018191712924083753,0.13487665818844918,19.84645069442965
8527,relu_15_22_26,0.09949652744448093,0.018193159791599738,0.134882021750861,14.206415440882507
16092,relu_26_6_4,0.09808697227550567,0.018194210788025408,0.1348859176787014,16.859253652092168
18090,relu_28_26_4,0.10349154893470824,0.01819600645569945,0.1348925737603796,19.616434313137287
9383,relu_16_27_18,0.10111212996756938,0.018196254923651116,0.1348934947417818,16.215943517180534
7005,relu_13_20_16,0.09616071034384788,0.018196261570585993,0.13489351937949426,17.01192777597013
19108,relu_30_9_23,0.10195052890098003,0.018197812644271436,0.13489926850903022,18.529966375786262
15261,relu_24_29_10,0.1025005732865435,0.018198665836307814,0.13490243080207195,17.393461308603182
13876,relu_23_4_29,0.09355806607914985,0.018198893064857776,0.13490327299534943,17.828332989219895
6039,relu_12_11_22,0.11711286647236255,0.018199129676017948,0.13490414995847216,20.434256654017073
13483,relu_22_17_14,0.08990447644306243,0.01819969584684504,0.13490624836101936,16.24516567510678
